"","Specimen.ID","Genus","Species","Serotype","Data.Year","CIP.Rslt"
"89","2015AM-0248","Salmonella","enterica","Infantis",2015,0.015
"90","2015AM-0249","Salmonella","enterica","Javiana",2015,0.015
"91","2015AM-0250","Salmonella","enterica","Litchfield",2015,0.015
"92","2015AM-0251","Salmonella","enterica","Muenchen",2015,0.015
"93","2015AM-0252","Salmonella","enterica","Newport",2015,0.015
"94","2015AM-0254","Salmonella","enterica","Paratyphi B var. L(+) tartrate+",2015,0.25
"95","2015AM-0255","Salmonella","enterica","Stanley",2015,0.25
"96","2015AM-0256","Salmonella","enterica","Typhimurium",2015,0.015
"97","2015AM-0266","Salmonella","enterica","Enteritidis",2015,0.015
"98","2015AM-0267","Salmonella","enterica","Enteritidis",2015,0.03
"99","2015AM-0268","Salmonella","enterica","Enteritidis",2015,0.015
"100","2015AM-0269","Salmonella","enterica","Enteritidis",2015,0.015
"101","2015AM-0270","Salmonella","enterica","Enteritidis",2015,0.015
"102","2015AM-0273","Salmonella","enterica","Agbeni",2015,0.015
"103","2015AM-0274","Salmonella","enterica","Baildon",2015,0.015
"104","2015AM-0275","Salmonella","enterica","Baildon",2015,0.12
"105","2015AM-0276","Salmonella","enterica","Derby",2015,0.015
"106","2015AM-0277","Salmonella","enterica","Enteritidis",2015,0.015
"107","2015AM-0278","Salmonella","enterica","Enteritidis",2015,0.015
"108","2015AM-0279","Salmonella","enterica","Enteritidis",2015,0.03
"109","2015AM-0280","Salmonella","enterica","I 4,[5],12:i:-",2015,0.015
"110","2015AM-0281","Salmonella","enterica","I 4,[5],12:i:-",2015,0.015
"111","2015AM-0282","Salmonella","enterica","I 4,[5],12:i:-",2015,0.015
"112","2015AM-0283","Salmonella","enterica","Infantis",2015,0.015
"113","2015AM-0284","Salmonella","enterica","Poona",2015,0.015
"114","2015AM-0285","Salmonella","enterica","Typhimurium",2015,1
"115","2015AM-0288","Salmonella","enterica","Enteritidis",2015,0.015
"116","2015AM-0289","Salmonella","enterica","Enteritidis",2015,0.015
"117","2015AM-0290","Salmonella","enterica","Enteritidis",2015,0.015
"118","2015AM-0291","Salmonella","enterica","Heidelberg",2015,0.015
"119","2015AM-0292","Salmonella","enterica","Paratyphi B var. L(+) tartrate+",2015,0.015
"120","2015AM-0293","Salmonella","enterica","Typhimurium",2015,0.015
"121","2015AM-0299","Salmonella","enterica","Hadar",2015,0.015
"122","2015AM-0301","Salmonella","enterica","IV 44:z4,z23:-",2015,0.015
"123","2015AM-0302","Salmonella","enterica","Heidelberg",2015,0.015
"124","2015AM-0303","Salmonella","enterica","I 4,[5],12:b:-",2015,0.015
"125","2015AM-0305","Salmonella","enterica","Heidelberg",2015,0.015
"126","2015AM-0307","Salmonella","enterica","Enteritidis",2015,0.03
"127","2015AM-0308","Salmonella","enterica","Enteritidis",2015,0.03
"128","2015AM-0309","Salmonella","enterica","Enteritidis",2015,0.015
"129","2015AM-0312","Salmonella","enterica","Heidelberg",2015,0.015
"130","2015AM-0314","Salmonella","enterica","Brandenburg",2015,0.015
"131","2015AM-0315","Salmonella","enterica","Typhimurium",2015,0.015
"132","2015AM-0316","Salmonella","enterica","Blockley",2015,0.015
"133","2015AM-0319","Salmonella","enterica","Enteritidis",2015,0.015
"134","2015AM-0320","Salmonella","enterica","Enteritidis",2015,0.015
"135","2015AM-0321","Salmonella","enterica","Enteritidis",2015,0.015
"136","2015AM-0322","Salmonella","enterica","Hvittingfoss",2015,0.015
"137","2015AM-0323","Salmonella","enterica","I 4,[5],12:i:-",2015,0.015
"138","2015AM-0324","Salmonella","enterica","I 4,[5],12:i:-",2015,0.015
"139","2015AM-0325","Salmonella","enterica","Newport",2015,0.015
"140","2015AM-0326","Salmonella","enterica","Panama",2015,0.015
"141","2015AM-0337","Salmonella","enterica","Enteritidis",2015,0.015
"142","2015AM-0338","Salmonella","enterica","I 4,[5],12:i:-",2015,0.015
"143","2015AM-0376","Salmonella","enterica","Cotham",2015,0.015
"144","2015AM-0377","Salmonella","enterica","Hadar",2015,0.015
"145","2015AM-0378","Salmonella","enterica","Infantis",2015,0.03
"146","2015AM-0379","Salmonella","enterica","Muenchen",2015,0.015
"147","2015AM-0380","Salmonella","enterica","Oslo",2015,0.015
"148","2015AM-0383","Salmonella","enterica","Typhimurium",2015,0.015
"149","2015AM-0384","Salmonella","enterica","Typhimurium",2015,0.015
"150","2015AM-0388","Salmonella","enterica","Enteritidis",2015,0.5
"151","2015AM-0390","Salmonella","enterica","Reading",2015,0.015
"152","2015AM-0391","Salmonella","enterica","Cotham",2015,0.5
"153","2015AM-0392","Salmonella","enterica","Enteritidis",2015,0.015
"154","2015AM-0393","Salmonella","enterica","Enteritidis",2015,0.03
"155","2015AM-0394","Salmonella","enterica","I 4,[5],12:i:-",2015,0.015
"156","2015AM-0395","Salmonella","enterica","Infantis",2015,0.5
"157","2015AM-0396","Salmonella","enterica","Javiana",2015,0.25
"158","2015AM-0397","Salmonella","enterica","Javiana",2015,0.015
"159","2015AM-0398","Salmonella","enterica","Kiambu",2015,0.03
"160","2015AM-0399","Salmonella","enterica","Montevideo",2015,0.015
"161","2015AM-0400","Salmonella","enterica","Montevideo",2015,0.015
"162","2015AM-0401","Salmonella","enterica","Montevideo",2015,0.015
"163","2015AM-0402","Salmonella","enterica","Newport",2015,0.5
"164","2015AM-0403","Salmonella","enterica","Newport",2015,0.015
"165","2015AM-0404","Salmonella","enterica","Newport",2015,0.015
"166","2015AM-0405","Salmonella","enterica","Schwarzengrund",2015,0.015
"167","2015AM-0406","Salmonella","enterica","Schwarzengrund",2015,0.015
"168","2015AM-0407","Salmonella","enterica","Typhimurium",2015,0.015
"169","2015AM-0408","Salmonella","enterica","Typhimurium",2015,0.015
"170","2015AM-0411","Salmonella","enterica","Cotham",2015,0.015
"171","2015AM-0412","Salmonella","enterica","Enteritidis",2015,0.03
"172","2015AM-0413","Salmonella","enterica","Enteritidis",2015,0.015
"173","2015AM-0414","Salmonella","enterica","Hadar",2015,0.015
"174","2015AM-0415","Salmonella","enterica","Newport",2015,0.015
"175","2015AM-0430","Salmonella","enterica","Enteritidis",2015,0.03
"176","2015AM-0495","Salmonella","enterica","Braenderup",2015,0.12
"177","2015AM-0496","Salmonella","enterica","Brandenburg",2015,0.015
"178","2015AM-0497","Salmonella","enterica","Enteritidis",2015,0.015
"179","2015AM-0498","Salmonella","enterica","Enteritidis",2015,0.015
"180","2015AM-0499","Salmonella","enterica","Enteritidis",2015,0.03
"181","2015AM-0500","Salmonella","enterica","Heidelberg",2015,0.015
"182","2015AM-0501","Salmonella","enterica","Infantis",2015,0.015
"183","2015AM-0502","Salmonella","enterica","Manhattan",2015,0.06
"184","2015AM-0503","Salmonella","enterica","Panama",2015,0.015
"185","2015AM-0504","Salmonella","enterica","Panama",2015,0.015
"186","2015AM-0509","Salmonella","enterica","Typhimurium",2015,0.015
"187","2015AM-0523","Salmonella","enterica","Berta",2015,0.015
"188","2015AM-0524","Salmonella","enterica","Enteritidis",2015,0.015
"189","2015AM-0525","Salmonella","enterica","Enteritidis",2015,0.015
"190","2015AM-0526","Salmonella","enterica","Enteritidis",2015,0.015
"191","2015AM-0527","Salmonella","enterica","Miami",2015,0.015
"192","2015AM-0528","Salmonella","enterica","Montevideo",2015,0.06
"193","2015AM-0533","Salmonella","enterica","Rubislaw",2015,0.015
"194","2015AM-0534","Salmonella","enterica","Muenster",2015,0.015
"195","2015AM-0535","Salmonella","enterica","Enteritidis",2015,0.015
"196","2015AM-0536","Salmonella","enterica","Indiana",2015,0.015
"197","2015AM-0541","Salmonella","enterica","Anatum",2015,0.015
"198","2015AM-0542","Salmonella","enterica","Derby",2015,0.015
"199","2015AM-0543","Salmonella","enterica","Enteritidis",2015,0.03
"200","2015AM-0544","Salmonella","enterica","I 4,[5],12:i:-",2015,0.015
"201","2015AM-0545","Salmonella","enterica","I 4,[5],12:i:-",2015,0.015
"202","2015AM-0561","Salmonella","enterica","Enteritidis",2015,0.015
"203","2015AM-0562","Salmonella","enterica","Enteritidis",2015,0.015
"204","2015AM-0563","Salmonella","enterica","Enteritidis",2015,0.015
"205","2015AM-0564","Salmonella","enterica","Enteritidis",2015,0.015
"206","2015AM-0565","Salmonella","enterica","Enteritidis",2015,0.03
"207","2015AM-0566","Salmonella","enterica","Enteritidis",2015,0.03
"208","2015AM-0567","Salmonella","enterica","Heidelberg",2015,0.015
"209","2015AM-0568","Salmonella","enterica","Infantis",2015,0.03
"210","2015AM-0569","Salmonella","enterica","Muenchen",2015,0.015
"211","2015AM-0570","Salmonella","enterica","Enteritidis",2015,0.015
"212","2015AM-0571","Salmonella","enterica","Sandiego",2015,0.015
"213","2015AM-0576","Salmonella","enterica","Enteritidis",2015,0.12
"214","2015AM-0577","Salmonella","enterica","I 4,[5],12:i:-",2015,0.015
"215","2015AM-0580","Salmonella","enterica","Enteritidis",2015,0.015
"216","2015AM-0582","Salmonella","enterica","Enteritidis",2015,0.03
"217","2015AM-0583","Salmonella","enterica","I 4,[5],12:b:- var. L(+) tartrate+",2015,0.015
"218","2015AM-0584","Salmonella","enterica","IV 6,7:z4,z23:-",2015,0.015
"219","2015AM-0585","Salmonella","enterica","Javiana",2015,0.015
"220","2015AM-0586","Salmonella","enterica","Miami",2015,0.015
"221","2015AM-0587","Salmonella","enterica","Minnesota",2015,0.015
"222","2015AM-0588","Salmonella","enterica","Muenchen",2015,0.015
"223","2015AM-0589","Salmonella","enterica","Poona",2015,0.015
"224","2015AM-0590","Salmonella","enterica","Rubislaw",2015,0.015
"225","2015AM-0593","Salmonella","enterica","Anatum",2015,0.015
"226","2015AM-0594","Salmonella","enterica","Javiana",2015,0.015
"227","2015AM-0595","Salmonella","enterica","Oslo",2015,0.015
"228","2015AM-0596","Salmonella","enterica","Enteritidis",2015,0.03
"229","2015AM-0597","Salmonella","enterica","Infantis",2015,0.015
"230","2015AM-0598","Salmonella","enterica","Typhimurium",2015,0.015
"231","2015AM-0603","Salmonella","enterica","Enteritidis",2015,0.015
"232","2015AM-0604","Salmonella","enterica","Enteritidis",2015,0.015
"233","2015AM-0605","Salmonella","enterica","Enteritidis",2015,0.015
"234","2015AM-0606","Salmonella","enterica","Enteritidis",2015,0.015
"235","2015AM-0607","Salmonella","enterica","I 4,[5],12:i:-",2015,0.015
"236","2015AM-0610","Salmonella","enterica","Enteritidis",2015,0.015
"237","2015AM-0612","Salmonella","enterica","Typhimurium",2015,0.015
"238","2015AM-0621","Salmonella","enterica","Braenderup",2015,0.015
"239","2015AM-0622","Salmonella","enterica","Enteritidis",2015,0.03
"240","2015AM-0623","Salmonella","enterica","Enteritidis",2015,0.03
"241","2015AM-0624","Salmonella","enterica","Heidelberg",2015,0.015
"242","2015AM-0625","Salmonella","enterica","Montevideo",2015,0.015
"243","2015AM-0626","Salmonella","enterica","Muenchen",2015,0.015
"244","2015AM-0627","Salmonella","enterica","Muenchen",2015,0.015
"245","2015AM-0628","Salmonella","enterica","Newport",2015,0.015
"246","2015AM-0629","Salmonella","enterica","Newport",2015,0.015
"247","2015AM-0630","Salmonella","enterica","Newport",2015,0.015
"248","2015AM-0631","Salmonella","enterica","I 4,[5],12:b:- var. L(+) tartrate+",2015,0.015
"249","2015AM-0632","Salmonella","enterica","Mississippi",2015,0.015
"250","2015AM-0633","Salmonella","enterica","Mississippi",2015,0.015
"251","2015AM-0634","Salmonella","enterica","Typhimurium",2015,0.015
"252","2015AM-0650","Salmonella","enterica","Braenderup",2015,0.015
"253","2015AM-0651","Salmonella","enterica","Enteritidis",2015,0.03
"254","2015AM-0652","Salmonella","enterica","Hartford",2015,0.015
"255","2015AM-0653","Salmonella","enterica","Infantis",2015,0.015
"256","2015AM-0654","Salmonella","enterica","Muenster",2015,0.015
"257","2015AM-0655","Salmonella","enterica","Newport",2015,0.015
"258","2015AM-0656","Salmonella","enterica","Paratyphi B var. L(+) tartrate+",2015,0.015
"259","2015AM-0657","Salmonella","enterica","Schwarzengrund",2015,0.015
"260","2015AM-0658","Salmonella","enterica","Typhimurium",2015,0.015
"261","2015AM-0661","Salmonella","enterica","Typhimurium",2015,0.015
"262","2015AM-0662","Salmonella","enterica","Agona",2015,0.03
"263","2015AM-0663","Salmonella","enterica","Enteritidis",2015,0.03
"264","2015AM-0665","Salmonella","enterica","Enteritidis",2015,0.015
"265","2015AM-0666","Salmonella","enterica","Enteritidis",2015,0.015
"266","2015AM-0667","Salmonella","enterica","Enteritidis",2015,0.015
"267","2015AM-0668","Salmonella","enterica","Heidelberg",2015,0.015
"268","2015AM-0669","Salmonella","enterica","Javiana",2015,0.015
"269","2015AM-0670","Salmonella","enterica","Muenchen",2015,0.015
"270","2015AM-0671","Salmonella","enterica","Poona",2015,0.015
"271","2015AM-0672","Salmonella","enterica","Rissen",2015,0.015
"272","2015AM-0683","Salmonella","enterica","Braenderup",2015,0.015
"273","2015AM-0684","Salmonella","enterica","Cotham",2015,0.015
"274","2015AM-0685","Salmonella","enterica","Enteritidis",2015,0.015
"275","2015AM-0686","Salmonella","enterica","Enteritidis",2015,0.015
"276","2015AM-0687","Salmonella","enterica","Enteritidis",2015,0.015
"277","2015AM-0688","Salmonella","enterica","Enteritidis",2015,0.015
"278","2015AM-0689","Salmonella","enterica","Enteritidis",2015,0.015
"279","2015AM-0690","Salmonella","enterica","Enteritidis",2015,0.015
"280","2015AM-0691","Salmonella","enterica","Enteritidis",2015,0.015
"281","2015AM-0692","Salmonella","enterica","Enteritidis",2015,0.03
"282","2015AM-0693","Salmonella","enterica","Heidelberg",2015,0.015
"283","2015AM-0694","Salmonella","enterica","Heidelberg",2015,0.015
"284","2015AM-0695","Salmonella","enterica","I 4,[5],12:i:-",2015,0.015
"285","2015AM-0696","Salmonella","enterica","I 4,[5],12:i:-",2015,0.015
"286","2015AM-0697","Salmonella","enterica","I 4,[5],12:i:-",2015,0.015
"287","2015AM-0698","Salmonella","enterica","Panama",2015,0.015
"288","2015AM-0699","Salmonella","enterica","Paratyphi B var. L(+) tartrate+",2015,0.015
"289","2015AM-0704","Salmonella","enterica","Typhimurium",2015,0.015
"290","2015AM-0705","Salmonella","enterica","Typhimurium",2015,0.015
"291","2015AM-0706","Salmonella","enterica","Typhimurium",2015,0.015
"292","2015AM-0707","Salmonella","enterica","Typhimurium",2015,0.015
"293","2015AM-0722","Salmonella","enterica","Berta",2015,0.03
"294","2015AM-0723","Salmonella","enterica","Cotham",2015,0.015
"295","2015AM-0724","Salmonella","enterica","Dublin",2015,0.03
"296","2015AM-0725","Salmonella","enterica","Enteritidis",2015,0.03
"297","2015AM-0726","Salmonella","enterica","Enteritidis",2015,0.12
"298","2015AM-0727","Salmonella","enterica","Enteritidis",2015,0.015
"299","2015AM-0728","Salmonella","enterica","I 4,[5],12:i:-",2015,0.015
"300","2015AM-0729","Salmonella","enterica","I 4,[5],12:i:-",2015,0.015
"301","2015AM-0730","Salmonella","enterica","London",2015,0.015
"302","2015AM-0731","Salmonella","enterica","Oranienburg",2015,0.015
"303","2015AM-0735","Salmonella","enterica","Typhimurium",2015,0.015
"304","2015AM-0768","Salmonella","enterica","Baildon",2015,0.12
"305","2015AM-0769","Salmonella","enterica","Bareilly",2015,0.015
"306","2015AM-0770","Salmonella","enterica","Enteritidis",2015,0.015
"307","2015AM-0771","Salmonella","enterica","Enteritidis",2015,0.12
"308","2015AM-0772","Salmonella","enterica","Enteritidis",2015,0.25
"309","2015AM-0773","Salmonella","enterica","Infantis",2015,0.015
"310","2015AM-0774","Salmonella","enterica","Infantis",2015,0.015
"311","2015AM-0775","Salmonella","enterica","Newport",2015,0.015
"312","2015AM-0778","Salmonella","enterica","Saintpaul",2015,0.12
"313","2015AM-0784","Salmonella","enterica","Typhimurium",2015,0.015
"314","2015AM-0785","Salmonella","enterica","Typhimurium",2015,0.015
"315","2015AM-0786","Salmonella","enterica","Typhimurium",2015,0.015
"316","2015AM-0787","Salmonella","enterica","Typhimurium",2015,0.015
"317","2015AM-0789","Salmonella","enterica","Enteritidis",2015,0.015
"318","2015AM-0790","Salmonella","enterica","Heidelberg",2015,0.015
"319","2015AM-0791","Salmonella","enterica","Paratyphi B var. L(+) tartrate+",2015,0.015
"320","2015AM-0792","Salmonella","enterica","Paratyphi B var. L(+) tartrate+",2015,0.015
"321","2015AM-0793","Salmonella","enterica","Roodepoort",2015,0.015
"322","2015AM-0794","Salmonella","enterica","Saintpaul",2015,0.015
"323","2015AM-0798","Salmonella","enterica","Agbeni",2015,0.015
"324","2015AM-0799","Salmonella","enterica","Dublin",2015,0.12
"325","2015AM-0800","Salmonella","enterica","Enteritidis",2015,0.015
"326","2015AM-0801","Salmonella","enterica","Enteritidis",2015,0.015
"327","2015AM-0802","Salmonella","enterica","Enteritidis",2015,0.015
"328","2015AM-0803","Salmonella","enterica","Enteritidis",2015,0.015
"329","2015AM-0804","Salmonella","enterica","Enteritidis",2015,0.015
"330","2015AM-0805","Salmonella","enterica","Kiambu",2015,0.015
"331","2015AM-0806","Salmonella","enterica","Montevideo",2015,0.015
"332","2015AM-0807","Salmonella","enterica","Panama",2015,0.015
"333","2015AM-0808","Salmonella","enterica","Saintpaul",2015,0.015
"334","2015AM-0809","Salmonella","enterica","Senftenberg",2015,0.015
"335","2015AM-0810","Salmonella","enterica","Stanley",2015,0.015
"336","2015AM-0811","Salmonella","enterica","Toucra",2015,0.015
"337","2015AM-0813","Salmonella","enterica","Typhimurium",2015,0.015
"338","2015AM-0828","Salmonella","enterica","Typhimurium",2015,0.015
"339","2015AM-0830","Salmonella","enterica","Typhimurium",2015,0.015
"340","2015AM-0831","Salmonella","enterica","Braenderup",2015,0.015
"341","2015AM-0832","Salmonella","enterica","Enteritidis",2015,0.015
"342","2015AM-0833","Salmonella","enterica","Muenchen",2015,0.015
"343","2015AM-0834","Salmonella","enterica","Newport",2015,0.015
"344","2015AM-0841","Salmonella","enterica","Braenderup",2015,0.015
"345","2015AM-0842","Salmonella","enterica","Enteritidis",2015,0.015
"346","2015AM-0843","Salmonella","enterica","Enteritidis",2015,0.015
"347","2015AM-0844","Salmonella","enterica","Enteritidis",2015,0.03
"348","2015AM-0845","Salmonella","enterica","Telelkebir",2015,0.015
"349","2015AM-0846","Salmonella","enterica","Subspecies I, Group D1",2015,0.25
"350","2015AM-0847","Salmonella","enterica","Infantis",2015,0.015
"351","2015AM-0848","Salmonella","enterica","Manhattan",2015,0.015
"352","2015AM-0849","Salmonella","enterica","Tallahassee",2015,0.015
"353","2015AM-0853","Salmonella","enterica","Typhimurium",2015,0.015
"354","2015AM-0859","Salmonella","enterica","Braenderup",2015,0.015
"355","2015AM-0860","Salmonella","enterica","Enteritidis",2015,0.015
"356","2015AM-0861","Salmonella","enterica","Enteritidis",2015,0.015
"357","2015AM-0862","Salmonella","enterica","Enteritidis",2015,0.015
"358","2015AM-0863","Salmonella","enterica","Enteritidis",2015,0.25
"359","2015AM-0864","Salmonella","enterica","Enteritidis",2015,0.015
"360","2015AM-0865","Salmonella","enterica","Heidelberg",2015,0.015
"361","2015AM-0866","Salmonella","enterica","I 4,[5],12:i:-",2015,0.015
"362","2015AM-0867","Salmonella","enterica","I 4,[5],12:i:-",2015,0.015
"363","2015AM-0868","Salmonella","enterica","Infantis",2015,0.03
"364","2015AM-0869","Salmonella","enterica","Newport",2015,0.015
"365","2015AM-0870","Salmonella","enterica","Norwich",2015,0.015
"366","2015AM-0871","Salmonella","enterica","Norwich",2015,0.015
"367","2015AM-0872","Salmonella","enterica","Saintpaul",2015,0.015
"368","2015AM-0875","Salmonella","enterica","Typhimurium",2015,0.015
"369","2015AM-0876","Salmonella","enterica","Typhimurium",2015,0.015
"370","2015AM-0877","Salmonella","enterica","Typhimurium",2015,0.015
"371","2015AM-0878","Salmonella","enterica","Typhimurium",2015,0.015
"372","2015AM-0879","Salmonella","enterica","Typhimurium",2015,0.015
"373","2015AM-0880","Salmonella","enterica","Typhimurium",2015,0.5
"374","2015AM-0896","Salmonella","enterica","Anatum",2015,1
"375","2015AM-0897","Salmonella","enterica","Anatum",2015,0.015
"376","2015AM-0898","Salmonella","enterica","Kiambu",2015,0.015
"377","2015AM-0899","Salmonella","enterica","Enteritidis",2015,0.015
"378","2015AM-0900","Salmonella","enterica","Heidelberg",2015,0.015
"379","2015AM-0901","Salmonella","enterica","Infantis",2015,0.015
"380","2015AM-0902","Salmonella","enterica","Mississippi",2015,0.015
"381","2015AM-0903","Salmonella","enterica","Montevideo",2015,0.015
"382","2015AM-0905","Salmonella","enterica","Newport",2015,0.015
"383","2015AM-0906","Salmonella","enterica","Newport",2015,0.015
"384","2015AM-0907","Salmonella","enterica","Pomona",2015,0.015
"385","2015AM-0908","Salmonella","enterica","Rubislaw",2015,0.015
"386","2015AM-0909","Salmonella","enterica","Thompson",2015,0.015
"387","2015AM-0922","Salmonella","enterica","Agona",2015,0.25
"388","2015AM-0923","Salmonella","enterica","Braenderup",2015,0.12
"389","2015AM-0924","Salmonella","enterica","Gaminara",2015,0.015
"390","2015AM-0925","Salmonella","enterica","Give",2015,0.015
"391","2015AM-0926","Salmonella","enterica","Heidelberg",2015,0.015
"392","2015AM-0927","Salmonella","enterica","Infantis",2015,0.015
"393","2015AM-0928","Salmonella","enterica","Newport",2015,0.015
"394","2015AM-0929","Salmonella","enterica","Litchfield",2015,0.015
"395","2015AM-0930","Salmonella","enterica","Montevideo",2015,0.015
"396","2015AM-0931","Salmonella","enterica","Montevideo",2015,0.015
"397","2015AM-0932","Salmonella","enterica","Muenchen",2015,0.015
"398","2015AM-0933","Salmonella","enterica","Newport",2015,0.015
